Gene,6H,12H,18H,24H,48H
Grap2,29.04,30.19,28.63666667,28.64,27.49666667
Ptn,15.445,14.25333333,14.56333333,15.44666667,16.88666667
Slc14A2,18.09,18.39333333,16.02,16.95,19.1
Amelx,8.5,8.473333333,8.113333333,7.853333333,9.333333333
Ppef2,9.02,7.98,8.923333333,8.04,9.326666667
Hoxb3,35.875,34.86666667,38.41333333,33.69,35.17333333
Ing1,407.165,403.2433333,436.45,436.9133333,404.77
Sptb,60.925,64.45666667,62.99666667,59.58666667,60.66666667
Fgf6,55.705,55.94333333,68.21666667,57.79,65.26
Msr1,12.955,16.61,15.88,15.7,14.86
Ciapin1,579.975,539.9233333,536.3933333,586.11,470.23
Tanc2,11.7,11.63,12.17666667,12.17,14.02
Kir2Dl4,16.3,14.32,16.67,14.89666667,17.41666667
Elavl2,9.23,7.97,10.77666667,8.23,8.606666667
Hnf4A,194.595,221.9433333,188.8466667,238.87,225.1966667
Tub,30.685,38.55333333,35.46,35.14,37.54333333
Cacna1E,17.155,17.10666667,14.19666667,15.98666667,15.61666667
Mecom,121.065,154.0533333,121.0566667,267.4366667,186.6266667
Aqp6,42.24,48.50333333,45.06,49.37,49.46
Irf7,20.35,21.03666667,18.81333333,20.61333333,18.74666667
Clcn1,43.285,45.61333333,50.10333333,54.48,53.43
Fgr,20.35,23.01333333,20.68666667,20.66666667,24.18333333
Linc01565,47.525,41.88,49.14,39.92,44.92
Shox2,11.165,12.89333333,13.74,11.72666667,12.98333333
Baz1B,511.12,573.1333333,558.2,647.98,702.0033333
Prps1,572.655,491.2666667,555.7833333,409.9433333,532.1066667
Ifna16,8.845,8.76,8.196666667,8.493333333,10.44333333
Fgf8,16.12,16.76666667,16.46,14.98666667,16.91
Lgals2,168.835,277.7866667,239.8133333,289.8233333,368.86
Myo9B,100.315,134.1433333,115.57,135.42,109.8333333
Xpnpep1,683.38,647.8366667,729.4133333,707.38,680.8733333
Nectin1,19.81,19.07666667,19.06333333,20.91333333,20.73
Rras2,822.765,798.4066667,738.67,833.2566667,767.37
Gabrd,35.585,42.43333333,39.75,42.38333333,45.95333333
Scnn1D,25.295,26.52,27.55666667,25.00666667,24.46
Xpo7,451.4,388.4866667,400.3866667,360.2066667,332.0933333
Gjc1,146,156.06,126.7966667,135.62,113.9166667
Hic1,14.17,15.2,15.49,16.02333333,16.97666667
Gabra4,38.15,46.55,35.18666667,50.28333333,44.10333333
Grm2,35.02,36.53,35.21333333,37.35333333,36.94
Rab3D,85.28,83.9,89.54333333,78.24,70.57333333
Sox21,17.35,20.32333333,17.31333333,17.70666667,19.63333333
Hpr,16.19,22.89333333,21.92333333,21.32666667,19.23
Ikzf4,35.81,35.81,31.85,35.57,32.83333333
Cldn6,1471.715,1158.706667,1062.83,1116.726667,1004.093333
Kcnc1,12.82,12.11,11.7,11.18333333,12.59333333
Bax,333.72,307.8066667,463.3533333,439.83,532.3666667
Kcna1,25.705,26.24333333,22.65,23.56,27.36666667
Abcc6,42.765,49.14666667,42.41333333,57.15333333,43.70666667
Asb4,8.77,9.086666667,8.75,8.913333333,9.273333333
Sstr1,39.915,40.39333333,34.48666667,49.17333333,43.18666667
Krt33A,36.1,43.44333333,42.88666667,34.26333333,43.32
H1-1,49.02,38.00333333,49.84666667,35.64666667,32.56
Cflar,150.905,199.6466667,141.38,207.3433333,186.41
Drd5,15.17,14.75333333,15.04333333,16.34666667,19.41666667
Lmx1B,16.7,20.16333333,16.93333333,17.03,19.43666667
Gja8,37.375,39.43666667,38.99333333,38.90666667,38.29333333
H2Bc7,422.82,734.04,505.6433333,720.16,621.5633333
Rfxap,58.06,60.92333333,64.8,83.02333333,68.85333333
Hoxa11,26.09,23.8,30.98,30.48,46.12333333
Slc6A7,75.92,76.46333333,69.89666667,72.93,79.07333333
Tlx3,12.165,11.64333333,13.34666667,10.67,12.65333333
H3C8,101.895,121.3333333,103.8,117.91,119.09
Neurog1,27.695,28.93666667,25.69,23.80333333,24.38666667
Foxd3,12.2,13.49,12.77666667,12.06666667,12.14333333
Gfi1B,22.135,21.08666667,24.28,21.99666667,22.70333333
Pitx1,222.775,219.44,245.9666667,240.31,246.3166667
Gatad1,498.005,500.0233333,504.43,686.0266667,706.8633333
Pcdhb11,196.88,162.9566667,170.43,133.2133333,98.61333333
Fut2,51.87,52.62,48.94333333,53.08333333,41.88
H3C7,14.935,15.9,16.16666667,14.56666667,15.58333333
Or7C2,53.525,63.04333333,57.76333333,65.02666667,62.82666667
Or2J2,6.38,7.296666667,7.673333333,6.973333333,7.356666667
Or7A17,18.57,19.71666667,18.51333333,18.38333333,21.37333333
Pparg,990.275,893.1966667,904.27,799.9533333,567.24
Pttg3P,152.135,165.3766667,176.2866667,150.0733333,200.8966667
Afdn,120.09,143.3733333,127.73,166.8733333,118.35
Foxb1,12.135,11.82,12.71333333,13.85666667,13.22333333
H2Bc14,16.975,19.87666667,19.26,19.56333333,18.90666667
Mtnr1B,48.17,55.03,52.81333333,53.71333333,49.51333333
Btf3,7289.345,6329.666667,6569.96,5541.616667,5103.43
Gnrh2,59.375,54.49,50.15333333,49.53,56.85333333
Or10H3,13.92,13.41333333,14.56,12.34,15.23
Or5I1,13.085,12.32,11.36666667,12.37333333,14.27333333
H2Bc10,92.925,153.9533333,104.1466667,146.7,120.1066667
Gpr15,15.575,15.91666667,13.99666667,14.29666667,16.70666667
Or2F1,22.105,25.12,24.73333333,25.54666667,23.64333333
H2Bc6,1088.055,1781.54,1177.883333,1782.056667,1457.666667
Ssx5,30.02,23.78666667,29.18666667,23.07666667,31.59
Btf3P11,7.555,8.176666667,8.836666667,7.683333333,8.156666667
Serpina2,10.415,11.15333333,11,10.11666667,10.99666667
Krtap5-8,114.87,123.8566667,121.26,110.16,128.0333333
Sox1,13.98,13.82666667,14.88666667,13.95333333,12.37
Col13A1,67.33,79.29333333,75.53666667,67.09,72.34666667
S1Pr2,14.675,14.12333333,13.27333333,13.33,13.74666667
Anp32C,21.495,24.98666667,24.25,25.15666667,23.87666667
Or10H2,10.93,8.906666667,10.28333333,9.846666667,11.13
Adra2B,49.385,48.35,40.24,43.94666667,43.03666667
Taf4,46.025,61.20333333,46.97,69.56,59.61
H2Bc9,298.305,515.39,333.7566667,513.2033333,414.55
H2Bc3,25.695,31.44333333,28.33,33.48333333,30.68
Ifna6,9.6,11.52333333,11.01666667,10.09333333,11.33666667
Kcng2,17.415,18.83,17,19.77666667,17.87333333
H4C7,10.115,10.61666667,11.23,10.9,10.76666667
Grik4,14.095,15.5,15.1,14.81666667,14.99333333
H1-4,31.125,33.26,31.81,38.02,27.10666667
Pou4F3,10.295,9.906666667,10.69666667,9.956666667,9.616666667
Cst2,26.88,28.57333333,27.74666667,25.50333333,27.99333333
Gpr31,38.76,31.81666667,33.46333333,30.91,38.9
Hoxa6,27.32,23.87333333,27.26333333,26.5,23.63666667
Or10H1,37.32,36.38333333,33.99333333,30.3,37.44666667
Pdx1,23.425,21.98,23.13333333,22.36333333,24.78666667
Kcna10,16.81,20.16,18.30666667,19.25333333,19.15
Pou3F3,19.865,21.63,20.81666667,18.53666667,22.07333333
Kcna2,18.435,20.13333333,15.75,17.07333333,18.56
Mc5R,13.14,12.85,12.67333333,12.15333333,13.03
Mc2R,77.435,71.52666667,80.53333333,68.26666667,82.84333333
H2Ac4,39.09,51.80333333,44.47333333,49.93666667,41.25
Wnt1,13.67,11.42,12.44,12.07666667,13.90333333
Anp32D,11.825,11.51666667,11.91333333,11.93666667,11.59
H3-4,15.82,17.90666667,16.94333333,17.98666667,17.41
Or2H2,22.595,20.99333333,22.61,16.6,26.33333333
Sox14,12.86,13.26,14.54333333,12.33,15.91666667
H3C1,12.61,12.68666667,12.74333333,11.44333333,11.78
H3C2,32.26,49.62666667,30.78666667,58.24666667,49.00333333
H3C3,40.33,47.69333333,44.09,47.32,37.24333333
Scn10A,18.5,19.98333333,19.64333333,19.3,21.47333333
H2Ac14,137.905,242.4233333,171.28,239.2666667,167.6133333
Sncg,19.53,24.44,22.03,21.26333333,23.52666667
Btn2A3P,33.985,35.16666667,37.88,39.05333333,34.78333333
Tpt1P8,12.51,13.54,13.03,11.86666667,13.84333333
Trpc7,13.38,12.30666667,14.38,14.62,14.85333333
Gja3,35.14,44.69,44.53666667,41.87666667,46.82666667
Pde3B,141.295,185.5666667,135.36,156.0933333,125.5366667
Cd1E,26.825,23.88333333,23.82333333,23.94333333,22.51666667
Gpr39,25.41,29.06,24.47333333,26.79,24.16
Tubb1,27.815,27.28,26.05,28.08666667,28.75
Hoxa3,69.645,78.35666667,73.29666667,99.22,95.45333333
Ntrk1,9.92,9.1,10.03,11.35333333,10.07333333
Sntb1,91.32,125.2966667,135.6,277.1466667,250.12
Sptan1,2821.59,4031.346667,3653.853333,5452.8,5582.206667
Pdia3,2651.825,2494.88,3032.213333,2867.53,2596.836667
Flnb,922.755,1030.476667,809.8833333,1310.663333,941.03
Ptp4A2,2078.4,1569.413333,2187.263333,1298.513333,1719.496667
Ddb1,4528.095,3902.67,4171.1,3705.463333,3176.56
Pcbp1,3310.21,3497.08,3178.513333,3810.14,3527.87
Ezr,2488.905,2338.78,1803.883333,2486.346667,2264.44
Eif4G1,2610.44,2220.35,2104.423333,2031.966667,1851.243333
Vat1,2807.74,1979.18,3108.673333,2799.366667,4257.06
Ybx1,12045.725,11060.35333,11720.19333,11744.33333,9962.216667
Hadha,1429.345,1320.54,1164.18,1251.916667,1064.863333
Actn1,1214.715,1038.52,1106.53,1015.16,1079.48
Xrcc5,3430.895,3692.906667,3038.946667,3072.216667,2755.333333
Parp1,2108.785,1909.176667,2010.096667,1517.153333,1336.45
Rps14,12492.425,12179.67,13631.06333,10492.00333,11346.03333
Fdft1,4073.565,3184.496667,2260.836667,1337.67,1227.56
Vcp,2319.625,1963.956667,1970.406667,1529.483333,1356.153333
Cd24,4884.145,4842.476667,4163.746667,3650.98,2642.513333
Ppp2Ca,2988.065,2733.273333,2627.426667,2537.533333,2142.876667
Ccni,2378.735,2113.46,2410.076667,2271.816667,2183.606667
Pdia4,547.535,554.16,665.0833333,579.9233333,463.46
Clic1,7056.205,6670.26,6983.933333,7424.226667,6517.666667
Cs,3351.92,3210.44,3602.086667,3779.426667,4811.743333
Hmgn2,12198.77,13024.35333,12109.05333,14273.90333,13193.79
Eid1,1113.39,969.97,828.71,900.9733333,718.2666667
Serinc1,1972.45,1859.52,1930.69,2252.7,2477.373333
Ddost,1547.695,1273.223333,1660.213333,1422.173333,1315.53
Pa2G4,1908.13,1899.81,2166.443333,2076.396667,2091.123333
Bsg,4091.18,4433.37,4074.006667,4532.396667,4069.62
Atp6V1E1,4364.835,4194.573333,4360.356667,4274.523333,5212.29
Prdx1,19114.15,18591.28,17791.92667,15594.55667,15500.04
Maged2,913.82,901.9366667,830.0233333,842.7633333,870.77
Capn2,3180.39,1948.046667,2151.08,2120.93,3453.363333
Brd2,1068.145,866.1133333,1002.163333,758.8233333,605.2266667
Hspa8,13158.365,4488.816667,11892.38333,6847.45,10653.25333
Rpn2,5043.46,5302.84,5044.356667,5680.526667,4942.54
Pdlim1,5687.325,5703.143333,4439.533333,5714.263333,6367.676667
Rps3,11594.405,11295.72,11997.09,11824.8,12791.24667
Gars1,3225.825,6902.59,6619.946667,11117.03667,9359.38
Prkdc,835.535,1106.91,904.89,1198.5,1419.696667
Rpl39,7249.71,7478.393333,8890.336667,5189.943333,6098.003333
Cct5,5470.08,5157.83,5107.793333,4704.26,4410.483333
Eif3E,4875.43,4503.223333,5233.136667,5256.72,6969.293333
Tkt,1240.785,1264.873333,1314.643333,1263.043333,1159.23
Nrdc,1641.22,1664.003333,1580.826667,1652.17,1446.486667
Ccnd1,1156.865,950.7466667,1083.856667,940.0866667,1072.25
Hnrnpul1,1070.335,1027.256667,1047.526667,912.3,970.3766667
Ndufv1,5620.385,5980.243333,6332.333333,7026.04,6943.296667
Tmco1,540.815,456.8033333,547.6966667,506.9166667,519.3266667
Oxa1L,2053.46,2233.623333,1988.426667,2229.2,2589.466667
Usp11,1121.19,989.82,1226.35,1035.133333,1117.36
Eif2S2,188.06,217.2633333,208.19,206.2,206.1566667
Cdc42,8391.55,6225.973333,6913.706667,5402.973333,4957.273333
Hla-B,230.825,161.3433333,206.0833333,174.01,151.8
Rab2A,343.38,362.37,372.36,366.2933333,337.77
Arpc3,3575.48,3547.303333,3577.303333,3652.02,4378.006667
Atp6V1G1,6083.45,5230.086667,6235.726667,5412.49,6950.543333
Sumo2,1787.61,1496.036667,1627.786667,1283.676667,1564.073333
Sap18,454.115,370.9033333,479.25,470.82,659.9466667
Ywhab,2095.35,2119.376667,2187.593333,2366.436667,2342.81
Flot1,271.955,298.61,233.4333333,309.3033333,243.9633333
Eif3I,6651.9,5520.18,6598.663333,6223.373333,6363.616667
Tmed9,1734.7,1649.033333,2004.91,1693.65,2116
Atic,3254.675,3673.356667,3693.333333,4191.75,4457.386667
Ncstn,593.925,573.1366667,591.8833333,571.6533333,434.98
Sumo1,2508.26,2273.263333,2318.29,2344.643333,2249.736667
Hnrnpr,1913.01,1619.55,1948.423333,1606.976667,1760.393333
Rpl22,7866.905,7647.213333,8390.793333,5736.353333,6234.89
Lta4H,1219.625,886.1566667,1161.456667,927.34,904.9866667
Xpo1,3218.885,2903.146667,2879.786667,2594.596667,2551.203333
Psmd11,205.275,187.1633333,220.6633333,156.6633333,214.2766667
Tcp1,4369.845,4011.31,4025.203333,3308.673333,3254.416667
Vapa,5326.52,5097.583333,5353.11,6011.356667,7256.513333
Fstl1,624.015,922.9433333,510.5633333,1085.186667,1837.226667
Klhdc3,502.715,409.9133333,500.57,364.88,298.4666667
Map1Lc3B,1817.255,2106.603333,1921.846667,2447.55,2386.253333
Mrpl3,4774.475,3997.023333,4226.876667,2640.9,2256.55
Mcm7,2169.035,2354.876667,2170.613333,2390.91,2832.133333
Ccng1,1808.87,1891.68,1800.413333,1621.733333,1544.043333
Golga8A,46.88,43.70666667,43.80333333,58.17666667,45.61
Psmb5,5714.9,5758.38,5424.88,5995.99,5677.886667
Chd3,94.13,74.22,93.22666667,85.01,90.64666667
Hmgb2,2584.96,3217.193333,2512.78,3374.5,2785.313333
C6Orf62,1128.275,1108.186667,1091.88,990.72,836.3033333
Hla-C,507.875,306.6433333,472.52,313.0366667,255.17
Got1,1101.155,1244.84,1280.546667,1707.63,1333.893333
Hspa4,493.855,310.12,450.5233333,363.9566667,440.7866667
Anxa2P2,4332.515,4671.77,4113.85,4529.883333,4643.18
Comt,689.565,759.37,753.7,979.78,1129.306667
Rab8A,1356.025,1203.606667,1238.363333,1411.696667,1915.976667
Snrpb,6874.535,6874.976667,7321.8,7474.033333,7893.833333
Dap3,4052.41,4266.066667,4000.22,4625.683333,4282.946667
Psmb6,4164.995,4047.133333,4796.666667,4619.98,4932.55
Pole3,1155.4,1205.656667,1317.47,1193.623333,1192.796667
Atxn10,215.765,167.8666667,234.66,191.5266667,200.19
Atp1B3,4600.11,4182.926667,4410.32,4447.01,5167.64
Tmed3,974.695,1083.203333,993.9066667,1132.023333,1037.37
Vdac3,40.57,41.61,34.73333333,36.71666667,32.70666667
Adh5,2502.25,2747.503333,2494.63,2714.286667,2966.43
Thy1,58.345,53.30666667,46.08666667,52.16666667,67.67666667
Esyt1,966.35,1015.776667,923.4,1074.706667,1055.79
Atrx,351.25,254.5233333,254.76,283.52,359.9533333
Txn,7024.47,6542.94,7259.506667,5593.23,5810.786667
Gabarapl1,275.825,229.1833333,246.8266667,242.3633333,262.9466667
Reep5,1459.98,1563.646667,1401.756667,1738.24,1658.9
Prpf6,377.99,464.9666667,399.25,612.4233333,525.1266667
Ubr5,359.65,429.85,375.1066667,505.22,582.9833333
Lcp1,206.935,207.96,186.1,140.4333333,93.83
H1-0,907.205,1357.46,1289.593333,2580.316667,1393.346667
Eif3G,3426.865,2603.416667,3621.293333,2440.836667,2722.156667
Plxnb2,2048.36,2075.506667,1876.316667,2369.733333,1602.1
Dusp6,532.185,992.24,536.3233333,789.4466667,415.37
Hla-Dra,13.825,14.04,15.56333333,15.80333333,14.89
Atp6V1D,1303.865,920.7366667,1053.006667,741.0533333,823.21
Top1,952.705,970.08,692.0166667,668.7333333,445.51
Rps28,84.585,73.26333333,95.75666667,73.05666667,84.03333333
Cycs,6905.77,8031.096667,7358.13,8330.306667,8792.86
Mrps18B,608.24,688.0366667,631.3366667,814.15,970.4633333
Uqcrfs1,4466.05,4609.46,4154.186667,4291.133333,4832.92
C1Qbp,3524,3450.353333,4111.42,4074.503333,4121.746667
Pdhb,459.505,468.0166667,401.5533333,357.71,275.3066667
Gga2,209.525,220.7133333,223.4133333,214.5,212.4933333
Slc1A5,1163.37,2171.91,1821.166667,2809.026667,1998.053333
Nadk,232.11,253.28,325.21,328.1966667,374.1133333
Sri,273.91,202.2466667,213.5366667,187.47,178.5366667
Nxf1,1084.09,754.1,1142.096667,820.27,806.74
Cyfip1,1389.515,1457.93,1229.54,1310.45,1392.36
Rnf11,1029.12,1089.173333,833.8,968.36,827.8633333
Neu1,2737.675,2410.16,3164.226667,3092.89,4184.163333
Por,525.89,602.7433333,623.07,667.5466667,449.8
Ilf3,883.205,695.6533333,940.5,858.1933333,593.11
Ppp4C,2328.28,1989.296667,2163.366667,1761.86,1364.503333
Lgals8,292.165,295.2466667,225.2566667,310.12,339.5133333
Id1,8864.665,7832.16,9828.066667,4656.833333,2582.373333
Prcc,531.94,549.62,513.0933333,441.43,404.8966667
Sephs1,1208.81,1083.053333,1297.523333,1167.503333,1229.74
Upf1,891.815,891.7633333,831.32,1158.306667,1027.653333
Aldh7A1,473.35,542.6466667,532.5466667,528.6366667,563.9366667
Larp4B,699.325,735.6933333,759.3166667,772.4966667,812.7
Dut,262.44,260.1066667,269.6766667,350.58,457.3433333
Erp44,148.94,155.2233333,159.7566667,178.2866667,201.78
Fads1,768.095,783.0033333,706.6566667,645.03,658.5333333
Ndufa9,1413.61,1343.11,1344.16,1139.556667,1505.283333
Urod,2359.6,1816.85,2381.9,1876.77,2353.656667
Atp5Mc1,813.11,1004.556667,1067.21,964.97,1261.846667
Eri3,439.535,389.8733333,414.5866667,363.35,267.1466667
Kpnb1,5463.23,4918.75,5108.37,4307.926667,3789.25
Tubb4B,10043.78,9208.16,8650.486667,8149.113333,7938.21
Crip2,97.69,92.38333333,94.03666667,79.30333333,63.63
Ubc,13720.35,12670.39,12839.24,15628.76333,19121.16
Rbm10,511.145,505.4633333,619.71,665.7333333,478.66
Tcf12,770.525,894.6766667,694.3433333,979.6233333,949.22
Kdm2A,3508.5,3092.253333,3159.9,2575.723333,2630.596667
Stat3,1537.945,1638.883333,1459.486667,1556.12,1532.726667
Ppig,1645.805,1084.173333,1429.873333,1122.333333,1407.336667
Polr2C,1714.93,1621.523333,1661.54,1402.22,1505.63
Ucp2,569.495,533.88,519.26,458.2633333,428.9033333
Septin8,303.315,183.4233333,219.43,171.9066667,212.09
Anapc13,3321.21,3264.336667,3636.07,3998.41,4445.056667
Calcoco1,171.8,162.2833333,191.8266667,172.4266667,139.5166667
Fbxl5,825.8,812.24,696.7666667,682.8566667,711.08
Rsrp1,406.39,376.0433333,436.37,299.4266667,304.9966667
Krt8,12809.895,12169.46667,13367.31,11372.07333,10799.06333
Esd,2202.93,2413.716667,2818.413333,3235.88,4349.023333
Maged1,43.75,51.39333333,45.76666667,43.28,51.65
Dnajb6,889.44,843.17,911.21,810.6133333,894.0066667
Krt7,20.595,20.83666667,21.59,18.96,19.73333333
Lonp1,986.81,1099.056667,1186.903333,1540.976667,1017.796667
Pink1,200.07,174,210.5066667,184.5366667,195.5433333
Oser1,552.41,447.0533333,510.06,328.5,306.68
Tubb,12998.015,12840.03333,11172.36333,12362.03,11400.79667
Cops7A,445.295,435.3466667,468.05,503.81,449.85
Cadm1,948.57,1226.186667,837.56,1310.073333,1194.893333
Dyrk1A,737.045,978.4266667,849.4633333,1078.936667,1054.17
Pnrc1,410.345,535.35,434.37,431.1733333,400.9066667
Mdk,1737.51,1634.533333,2010.923333,1853.033333,1907.946667
Mdh2,3504.695,3695.936667,3829.72,4122.946667,3947.473333
Psmb8,22.32,18.73333333,25.80333333,16.88,14.67
Papss1,1242.74,1242.72,1147.803333,1074.92,1272.073333
Sf3B4,1257.91,1173.376667,1264.786667,1341.303333,1427.72
Gabarapl2,2210.43,1778.08,1939.533333,1814.133333,1689.083333
Ralgds,141.575,95.45,171.97,111.7033333,115.8466667
Nsd2,600.955,600.4133333,578.4966667,720.8566667,624.5
Cdc5L,597.95,567.3466667,630.72,653.0433333,722.9933333
Edf1,2479.45,2644.283333,2857.01,3375.446667,3333.156667
H3-3B,9058.695,8905.206667,8498.156667,9888.903333,8865.236667
Iscu,2228.87,1772.7,2281.59,1979.306667,1921.496667
Wdr45B,1234.415,1261.503333,1233.873333,1028.11,851.4966667
Txn2,529.395,512.1933333,632.2966667,544.0066667,609.43
Col18A1,342.07,439.13,333.2766667,450.1433333,268.3333333
Coro1A,26.97,32.74,29.70333333,30.17,32.67333333
Sh3Glb1,916.69,850.7966667,842.3566667,740.6066667,806.73
Glod4,892.075,720.7633333,971.11,1029.446667,1340.606667
Dld,2693.45,2907.76,2446.503333,3323.52,2682.916667
Ube2V2,1050.93,1163.94,989.2733333,1113.816667,1211.426667
Jag1,88.34,162.7466667,96.09333333,156.53,94.72333333
Ifrd2,1385.925,1295.97,1548.296667,1320,1168.45
Ccn2,2654.885,4198.093333,2898.746667,4067.46,2917.71
Ufd1,5743.635,5276.576667,5164.493333,4902.83,4534.79
Nhp2,3643.86,3464.113333,4150.7,3251.77,2773.246667
Ncoa1,83.14,118.3933333,93.23666667,125.0133333,114.5966667
Tspan6,1295.09,1200.21,1366.763333,1060.383333,964.1066667
Rgl2,207.915,164.8733333,213.3266667,181.4966667,157.9166667
Cdkn1B,571.935,773.5466667,588.62,780.17,716.8333333
Hmg20B,329.835,325.8133333,297.0733333,256.7666667,122.91
Tspan1,61.445,56.57666667,63.86333333,62.19333333,63.07
Uba3,368.125,398.0466667,321.7566667,357.3666667,327.6033333
Wbp2,392.43,334.6533333,399.4266667,405.1833333,503.71
Tuba1A,1022.56,680.1566667,616.3333333,507.5,761.3966667
Nr2F2,118.35,98.95666667,103.8233333,88.54666667,87.22666667
Plin2,3873.94,5058.84,4533.393333,5886.75,4660.946667
Qdpr,2679.07,2477.536667,2877.583333,2688.753333,3185.88
Myd88,1211.13,881.8066667,1015.24,709.9633333,769.8666667
Krt6A,9.105,10.45666667,10.22,9.06,9.723333333
Krt6B,109.605,117.5966667,114.8033333,103.3666667,108.75
Trip6,1766.225,1957.94,1901.95,2400.796667,3311.4
Snap23,1846.885,1929.63,1552.853333,1982.98,1509.71
Usp10,1120.205,1182.28,923.8166667,939.87,681.5966667
Prkra,1282.935,999.3333333,1232.91,969.2433333,889.0733333
Ube2G1,988.05,942.67,904.4933333,756.53,683.7933333
Clns1A,1430.37,1160.73,1678.52,1343.186667,1274.196667
Msmo1,2010.92,2011.17,1623.683333,998.8833333,1289.916667
Plpp1,247.51,316.03,244.26,385.8133333,317.38
Rxrb,292.72,280.5733333,312.8366667,321.5266667,311.8033333
Tm9Sf1,860.245,904.3633333,770.7533333,748.82,510.8833333
Tcf3,156.98,142.0133333,161.8766667,156.2166667,119.7066667
Nt5C2,900.18,1154.72,986.1166667,1364.59,1316.323333
Col6A2,33.51,37.39666667,38.89,38.46666667,40.74
Dnaja2,877.965,917.8133333,906.0566667,1113.406667,1080.053333
Ndrg4,148.53,94.66,122.1533333,61.06666667,55.10333333
Akr1C3,27.975,19.75666667,31.20666667,19.28666667,17.18333333
Prpf4,1185.54,981.8833333,1346.476667,1153.863333,1307.336667
Aatf,830.925,807.0133333,925.9166667,867.02,943.4066667
Man2B1,380.615,366.79,405.8233333,379.7966667,313.4733333
Gpm6B,11.955,11.37333333,12.2,10.88333333,11.29666667
Itpa,2145.01,2449.356667,2356.956667,2743.786667,2632.996667
Agr2,493.015,361.43,527.2833333,352.1066667,232.54
Qrich1,917.73,807.2633333,875.8133333,780.84,873.3966667
Ndufaf3,1250.61,1299.576667,1266.376667,1299.68,1084.523333
Dhx38,590.89,517.6633333,558.5133333,482.78,444.0333333
Mboat7,410.265,506.1666667,487.0033333,581.85,522.72
Rabggtb,1162.82,1085.216667,1272.396667,1068.123333,1166.596667
Depp1,134.08,142.85,168.9533333,154.9066667,187.1133333
Irs2,227.425,309.8633333,311.3333333,594.9933333,994.8466667
Atp2A2,5009.03,5320.37,5173.606667,6001.44,5007.586667
Fos,40.155,43.54,44.09666667,44.48333333,36.67666667
Tubb6,5699.685,6279.16,4639.136667,5637.02,5142.07
Pim1,162,136.3166667,176.7633333,171.3566667,165.1866667
Cetn2,717.095,669.23,530.8866667,428.7033333,232.89
Adcy6,301.04,317.63,307.9366667,400.7066667,343.69
Wdr46,559.015,456.8333333,653.8333333,593.6366667,630.0366667
Syt11,72.67,56.54,44.20333333,62.22,23.52
Cxcr4,47.31,55.89666667,36.13333333,62.01666667,86.19
Extl3,115.225,104.7966667,126.2933333,101.7433333,101.3366667
