Gene,iPS0,iPS4,iPS7,iPS10,iPS15,iPS20
Mcm10,6.367926667,56.237,57.7236,69.2991,69.54023333,67.63643333
Plekhh2,10.46644333,5.60376,3.488893333,1.68845,1.077707333,1.260503333
Mdm4-ps,1.019820667,2.491673333,5.66154,4.734616667,4.745776667,5.18327
CAAA01147332.1,242.0886667,153.215,87.72626667,70.71593333,59.5371,72.8707
Usp54,3.168533333,11.7119,17.54766667,19.25966667,19.33323333,17.42846667
Kdelr1,232.1476667,118.0536667,100.1003667,82.3655,73.0849,69.46083333
Ebf3,3.953956667,6.791196667,5.43121,1.227093333,0.143695167,0.1076453
Akap2,75.6456,47.83696667,32.4067,19.74373333,23.24396667,20.128
Haus1,20.01836667,57.43766667,50.0366,46.93936667,40.83253333,47.72566667
Rhod,307.5508333,22.77586667,20.24033333,18.897,18.43353333,19.4173
Capn6,5.914003333,2.594343333,1.968143333,1.626926667,0.66488,0.154174
Cyp20a1,45.36086667,16.8821,14.85283333,14.58096667,9.758613333,7.6148
Dennd1b,2.48321,4.196496667,6.393093333,5.667,5.57016,6.470733333
Cep70,1.706686667,6.0055,8.715583333,7.17525,6.765896667,6.14445
Kctd1,8.48041,3.689263333,2.561386667,3.495203333,3.619226667,3.7228
Cpne8,31.17363333,5.366006667,3.138523333,3.454083333,5.414146667,8.427023333
Hook2,4.039686667,6.098496667,14.67003333,18.8796,18.9835,20.01683333
Hist1h1d,0.943312667,0.1355895,0.130136667,0.177038,0.170242,0.285160333
Cpe,568.9896667,93.055,49.20193333,24.76813333,13.27953333,12.48006667
Chst2,10.35566667,0.368282667,0.102195967,0.1110166,0.265990667,0.487425
Hist1h1c,63.75733333,5.936733333,3.7479,10.41104333,6.158516667,5.291993333
Ccdc32,14.00246667,7.832646667,6.82288,6.40552,7.875143333,6.871373333
Fam60a,9.72517,60.02673333,73.61853333,78.1959,91.04303333,98.87683333
Cbx4,6.942073333,3.789686667,2.528276667,1.503793333,1.554473333,2.089826667
Gch1,0.587499667,4.79213,2.605516667,2.72339,5.01513,7.304673333
Cd302,25.9309,4.013576667,3.030313333,1.506981333,3.617893333,5.673886667
AC123687.1,1.993646667,3.36455,5.524666667,5.312216667,4.777726667,4.101843333
Mfap5,70.38503333,0.412138667,0.519307333,1.429312333,1.415995,1.62639
Mxra7,31.74096667,3.291413333,1.63762,0.495518333,1.697613333,2.838983333
1810032O08Rik,14.1058,23.11273333,31.5667,46.44563333,38.89186667,29.82753333
Olfml3,14.7135,0.232157333,0.255774667,0.252056,1.021252667,0.857810333
Pbx4,2.003886667,8.315786667,12.30163667,8.35318,9.28719,17.70596667
Lpar2,1.772063333,5.766463333,4.721146667,4.50406,4.967173333,4.79904
Ints10,20.78523333,33.60453333,35.4125,42.52363333,39.78976667,41.6572
2610318N02Rik,4.074916667,16.7204,25.61736667,28.628,37.27966667,42.40573333
Lrrc40,18.32786667,58.64,67.65713333,64.17206667,53.86043333,50.81016667
Hmgn5,7.9401,21.2681,30.60503333,22.82583333,25.00303333,30.6342
Sh3bgrl,162.276,106.1058667,89.1756,47.37796667,35.65556667,36.74416667
Tnrc18,35.18023333,14.4494,9.663716667,4.400426667,3.897146667,3.077526667
Prrx2,177.136,1.210421333,0.654653,2.953846667,1.660896667,1.54411
Wfs1,18.761,3.587253333,4.00912,3.67522,6.343493333,6.832383333
Nagk,52.21826667,5.69597,5.380236667,6.521936667,8.627253333,7.57769
Tes,107.2473333,31.6731,18.10123333,22.703,29.40993333,28.307
Asph,47.99376667,26.25703333,20.2021,17.40913333,13.402,13.21156667
Jak2,11.8107,9.620483333,5.52784,4.52877,2.025613333,2.18301
Lipa,36.9431,6.7314,5.10733,2.337976667,2.8533,4.031803333
Snx15,28.05433333,7.71745,7.051953333,8.457026667,9.675523333,8.43955
Rcl1,22.9169,57.8724,51.72056667,55.84026667,49.08166667,50.39366667
Dnmt3b,0.571001,4.842936667,11.04476667,16.6995,47.5245,39.11486667
Yif1a,57.12893333,24.5736,22.53583333,21.56923333,21.27236667,25.42843333
Rab1b,134.4676667,67.09853333,51.8358,62.69746667,54.37956667,49.07626667
Zbtb43,6.307196667,9.84513,16.63796667,17.70353333,19.14443333,19.3405
Acbd5,17.55523333,8.568,8.634546667,7.34383,7.636843333,8.06165
Cdr2,60.158,10.37106,10.10505333,14.17186667,14.725,12.61956667
D17Wsu104e,80.85943333,45.44586667,35.811,31.40143333,36.35833333,35.21906667
Pdk4,12.3209,0.491933,0.408431,0.0926782,0.737443333,1.198296667
Kif14,2.101216667,6.591856667,7.25358,6.46607,6.823456667,7.710503333
Cep78,4.37259,12.0977,12.5742,14.02953333,16.21986667,14.2286
Arhgef39,5.50341,12.04903333,16.26873333,12.563,13.08623333,19.3196
Zfhx2,0.531091,1.691823333,3.012943333,3.091723333,5.666793333,5.3279
Ppap2c,57.46956667,11.16913333,13.5913,14.05623333,14.26243333,12.82996667
Ribc1,0.368238333,1.804323333,4.332843333,5.673253333,5.809206667,5.531683333
Zdhhc8,22.32043333,9.378163333,8.01738,5.530946667,6.56659,7.03376
Sgol1,5.69548,17.5593,15.51186667,14.51966667,13.24706667,14.85666667
Nfkbie,2.861006667,0.980446333,0.544610333,0.566891667,0.353071667,0.564775333
Stard13,13.5931,9.97633,6.498423333,2.422973333,1.016481333,1.235113333
Gabrb3,0.450280333,1.36639,2.969383333,6.1713,7.82124,5.35531
Cdkl1,3.36858,1.600223333,1.071026,0.394907,0.150636333,0.168819067
Epha4,9.499576667,1.768346667,1.37858,2.982113333,2.179166667,2.098626667
Ncl,145.3503333,346.1543333,337.6283333,411.0673333,350.1616667,356.0116667
Ptma,321.8706667,948.3133333,877.449,936.633,736.414,832.0243333
Nup210,0.309195333,48.33016667,53.0588,55.83903333,66.60946667,69.30113333
Slc25a1,128.483,79.6616,46.458,41.5529,41.69626667,44.86116667
Mbd4,1.369926667,5.835153333,6.147433333,5.606213333,6.81421,7.976813333
2310022A10Rik,8.61619,16.61633333,16.33686667,19.3324,19.9775,23.53103333
Ank,87.44843333,13.35776667,15.78663333,18.13213333,16.34223333,10.31567667
Sdc2,106.3326667,22.6459,18.79136667,13.19016667,7.552303333,8.373846667
Nes,54.51246667,30.26466667,16.48153333,11.70366667,11.80786667,11.1629
Cep68,7.051516667,26.87306667,31.82246667,24.19646667,26.87246667,23.89753333
Rragb,2.64119,9.982046667,9.11294,7.12841,11.06406667,8.703796667
Epb4.1l1,72.02753333,22.65473333,15.38013333,16.34486667,5.245656667,6.648643333
Zfp609,8.141876667,21.60423333,25.7574,23.66576667,24.34483333,21.17623333
Dcaf6,20.1692,5.914016667,7.076053333,5.916573333,4.860413333,4.657373333
Rps6ka1,6.003496667,20.105,25.65863333,21.5968,28.89683333,37.35573333
Ccne1,39.36676667,57.14163333,79.98386667,93.0029,89.34463333,80.89766667
Prkd1,8.51636,1.594696667,0.564894,1.246802333,0.539894,0.398658
Gm13157,3.365786667,17.68436667,14.7756,18.25603333,8.932656667,10.21651667
E330009J07Rik,0.876231333,3.92844,4.643536667,3.941186667,4.432313333,4.01461
Rnf128,18.82003333,17.0944,6.262826667,3.679683333,2.27144,4.07986
Prps1,23.16353333,72.11666667,59.98453333,47.64416667,64.0229,90.51943333
Tsc22d3,22.98163333,7.32584,4.741333333,3.131416667,6.458923333,8.100803333
Ncapd2,23.8174,95.74096667,97.59773333,83.1558,84.55466667,92.76366667
Capzb,536.7336667,292.0976667,255.679,232.6446667,213.07,227.3553333
Pqlc2,13.97246667,3.73923,2.991706667,4.42951,4.97259,4.184046667
Zfp217,3.964346667,31.4651,35.93266667,15.56476667,16.73333333,14.7531
Igsf9,0.238329667,0.774698333,6.46121,7.28988,9.856876667,5.240323333
Ddx11,3.073293333,7.85207,8.0938,7.894936667,8.94602,10.72263333
Taf5,2.627926667,6.403096667,6.83354,7.482056667,7.683673333,8.373886667
Atxn7l2,2.978143333,5.660646667,7.727353333,10.06775333,8.673306667,7.643756667
P2ry2,3.597986667,0.331819,0.395702,0.785174,1.127907,0.974804667
RP23-73F23.2,1.376726667,7.557573333,9.60047,7.5831,7.58992,6.210436667
Lpcat2,5.156366667,0.249328667,0.313511333,0.496284333,0.404487,0.372995333
Snx4,67.8916,42.75256667,37.8824,33.80666667,35.4446,33.3506
Sox13,1.800423333,25.4631,30.68543333,47.34173333,44.8541,34.08773333
Fgfbp1,0.513632667,73.5687,50.0337,68.8814,44.11913333,79.3336
Ttyh1,0.391141333,10.60872333,24.7523,14.98956667,17.55673333,12.06764667
Herpud1,60.01823333,22.09686667,19.80273333,19.3709,20.41326667,14.0754
Cx3cl1,12.75883333,2.27405,2.42254,2.511893333,0.962989333,1.10628
Gm1614,0.280650333,9.072453333,11.22046667,8.6883,5.229253333,4.534836667
Irak4,6.83135,2.666936667,1.809113333,1.364556667,1.746666667,1.842656667
Tmem127,38.57333333,15.41413333,12.74933333,11.4261,9.893836667,8.683733333
Dcbld2,91.53453333,16.27766667,16.45576667,10.94976667,11.31621,11.63563333
Fam176a,7.025,0.689837333,0.234606,0.546757333,0.60133,0.497644667
Aarsd1,18.18703333,45.42916667,46.01703333,58.2963,82.51456667,97.15586667
Cenph,11.84606667,35.24866667,37.8682,45.8058,39.06813333,36.97406667
Copb2,198.076,73.07706667,67.16806667,73.7699,68.41546667,61.99743333
Lsr,0.586102333,7.223046667,30.3815,45.66086667,40.778,23.5765
Twsg1,44.28533333,18.17476667,20.1144,16.80653333,16.152,19.8374
Srsf7,66.63856667,157.7393333,155.7733333,153.2626667,129.4623333,139.5286667
D18Ertd653e,10.07233,0.514228333,0.655421,1.122277667,2.074093333,2.73787
Flot1,78.77596667,16.86226667,13.0362,6.95448,10.06272333,14.06766667
Hat1,60.47616667,176.6726667,172.7736667,190.1076667,201.1556667,185.6626667
Surf4,284.075,98.1779,59.8997,64.57426667,63.84606667,58.78483333
Prpf4,8.011423333,21.49623333,22.0289,22.94003333,20.1972,18.1149
4930422G04Rik,1.183626667,3.83189,6.146143333,4.396406667,4.436173333,4.828736667
Gar1,74.437,182.6886667,185.2326667,223.6673333,200.4326667,182.8156667
Ccnd1,276.281,157.4926667,97.85773333,97.94006667,101.2964667,67.9935
Rhoc,504.0896667,33.66203333,27.516,24.42606667,33.9826,60.71723333
Colec12,53.7076,10.27173333,6.2995,1.908396667,4.404306667,4.114433333
Mllt6,5.70598,12.0609,16.1301,12.07156667,18.08843333,16.37356667
Mdm4,14.87023333,37.54916667,84.9147,56.2386,58.73953333,57.61763333
Me3,7.179246667,1.072811333,0.843341333,0.950446,0.410647667,0.253277667
Smo,45.84056667,38.5763,28.04243333,22.3082,15.08803333,13.3756
Tspan33,0.348499,1.230240333,2.062576667,2.916523333,2.511013333,2.366243333
Pfas,9.530023333,35.442,44.58573333,45.72826667,51.66366667,43.92603333
Ctc1,26.7387,65.47313333,83.7442,70.44183333,118.2626333,147.0173333
Aurkb,20.4481,87.35893333,94.4356,90.7791,91.4415,104.6723333
Exo1,2.708653333,16.08396667,16.4153,16.1739,13.86263333,13.02123333
Orai2,12.01543333,2.417986667,2.162576667,1.285006667,1.71184,1.682703333
Ppapdc1b,55.22803333,6.831863333,6.934866667,7.505786667,9.211296667,10.0085
Alcam,58.43483333,0.490968333,0.615959667,0.208459,0.859939333,0.775384333
Cttnbp2nl,38.31033333,13.28516667,11.43096667,11.0447,9.548973333,8.802923333
Stag3,1.552445,6.600826667,11.96336667,9.621196667,9.306566667,17.59226667
Arpc1b,579.7956667,136.501,50.8353,42.7835,59.5008,73.91906667
Ftsj3,60.8594,95.9747,108.345,132.8133333,156.8796667,139.769
Esyt1,54.8695,13.69083333,6.857313333,3.813003333,6.125,11.02383333
Pa2g4,198.982,411.9776667,424.078,463.1106667,442.336,444.4403333
Smarcc2,34.94836667,20.07426667,18.40706667,14.69823333,14.8564,10.84963333
Plekhf2,7.8634,18.6342,19.68353333,26.49563333,30.14516667,30.2056
Col8a1,189.0873333,0.669310333,0.447012333,1.441013333,1.55092,1.39158
Tmem167b,32.70096667,11.47896667,11.67613333,10.6969,10.58763667,11.51573333
Dars2,12.42376667,49.09396667,45.38133333,48.84943333,55.8596,53.41996667
Usp47,57.9899,33.33426667,29.73306667,23.50743333,23.223,22.94206667
Rhbdf1,42.8232,13.93956667,17.87473333,16.66043333,17.9911,19.70483333
Pus10,13.78333333,31.49513333,40.30916667,43.1444,59.36473333,47.0586
Scara3,9.99551,12.93876667,6.46458,1.125405,0.463576667,0.486724667
Pkd2,38.70336667,9.309106667,12.40996667,10.25655,8.70439,7.669123333
C77370,0.337882667,5.47069,9.263336667,6.008216667,1.71623,1.680546667
Armcx3,46.5219,23.9279,17.56676667,12.87873333,17.01556667,9.05014
Brca2,1.153226667,4.79645,5.787556667,4.569943333,4.799193333,4.59129
Elovl1,146.881,61.44216667,55.93543333,59.5433,63.86383333,60.9724
Sash1,25.07256667,4.687376667,5.45539,5.77233,8.373736667,8.47665
2900026A02Rik,30.47676667,13.5171,16.1299,12.81493333,15.82796667,10.57103333
Snrpg,205.2496667,438.09,395.9236667,434.0713333,365.422,417.0336667
Sqle,108.5423333,46.05286667,34.17373333,44.6792,33.4818,24.61876667
Exosc5,25.32113333,51.88256667,45.99793333,55.01763333,48.14723333,56.04473333
Taok3,17.17016667,3.48747,3.21976,3.423003333,9.77934,6.686776667
Cthrc1,148.2966667,0.173192333,0.593154333,0.939315667,4.100236667,3.82185
Micall2,15.85346667,1.040056667,0.774994333,1.217052667,1.613873333,1.540553333
Fbxl14,9.553573333,17.6696,17.99713333,20.7705,21.3492,20.92033333
Top2a,87.74143333,244.214,252.678,246.851,285.226,353.3776667
Pelp1,19.3349,38.50113333,41.724,47.97113333,53.1075,48.44346667
Adat1,1.71104,6.672603333,8.171916667,7.768096667,10.08964333,9.101923333
Rhebl1,3.60701,9.804673333,15.22573333,15.91553333,18.66896667,25.17646667
Tmem194b,0.971826667,4.764246667,5.641673333,4.457586667,5.896606667,9.107433333
Tusc3,84.93336667,30.20243333,27.5303,30.65243333,33.85883333,30.75353333
Fam114a1,108.8521,1.976166667,1.355606667,1.141337,1.048429333,2.12926
Il1rn,37.9147,1.369463333,0.520158,2.51728,0.467136333,0.182140333
Slc9a1,23.62436667,5.92703,5.672896667,6.55379,5.6467,6.3566
Hexb,43.06913333,12.1437,15.18323333,14.81846667,14.03206667,17.2515
Rgnef,10.27465333,1.40948,1.411416667,2.423946667,1.44475,1.224883333
Thsd7a,6.10618,0.557489,0.428979,0.210789333,0.378422667,0.176891
Eml4,8.612643333,20.36953333,25.22156667,27.085,35.5961,32.2617
Col4a3bp,20.96973333,11.01403333,11.11353333,9.998506667,9.179733333,9.524006667
Adsl,44.96653333,127.5203333,127.3033333,155.2733333,168.3476667,152.0136667
Orc1,3.879396667,13.12753333,14.61026667,16.34013333,15.71003333,19.16143333
Laptm5,0.825124,86.18093333,121.799,93.0797,104.6743333,117.5016667
Pdpn,7.422036667,39.70453333,56.81243333,28.94863333,24.94956667,25.11546667
Mfsd8,4.893576667,2.109046667,2.114853333,1.807486667,1.442186667,2.44504
Tagln,2288.516667,66.68276667,37.8724,52.22013333,32.1981,26.15323333
Rab21,62.06046667,26.37316667,22.79736667,23.82283333,22.78123333,22.9252
Rfc3,22.07983333,56.4125,51.47463333,59.70266667,48.9854,47.01376667
Lacc1,10.79794333,4.142956667,2.681763333,1.898806667,1.41635,1.5401
Nid1,261.7233333,42.5754,24.61506667,21.04746667,20.6043,22.18296667
Cdo1,44.50236667,17.91396667,4.560536667,9.798976667,1.50225,1.776156667
Ehbp1l1,60.71786667,4.10588,1.040722333,1.088087333,1.399763333,1.5405
Mtpn,168.768,79.77286667,65.6969,64.24703333,60.23206667,58.56406667
Hoxa1,3.394233333,1.245513333,0.938373667,1.46712,0.657651667,0.888440333
Smc4,44.12326667,102.192,117.687,95.4606,80.6725,103.6780333
Fkbp10,408.3633333,85.8351,59.64853333,28.91756667,37.06936667,50.6556
Il13ra1,16.5914,0.534456,0.38469,0.746116667,0.560624667,0.554005667
Lpl,1.653736667,15.73356667,8.681933333,7.206173333,18.31313333,17.78813333
Axl,390.967,135.4473333,56.00203333,26.49723333,12.60212333,18.4664
Tgfb1,28.08373333,0.426733667,1.018604667,0.872090333,1.952976667,1.533036667
Clcn4-2,20.98833333,9.105336667,7.772913333,9.734976667,9.004496667,4.80213
Hyal1,6.588953333,1.0062,1.76644,1.15562,1.049040667,1.85483
Fhod1,16.33106667,3.196076667,2.20165,1.544253333,2.577916667,3.57881
Mettl4,4.49293,9.863466667,11.92993333,11.32855,10.74426667,12.83866667
Ginm1,32.70226667,12.33293333,10.71234333,8.038546667,8.322343333,10.02845333
Magi2,1.12889,2.777056667,5.533666667,6.140053333,5.780476667,3.715113333
Arntl,26.41783333,7.816866667,4.07297,5.186323333,4.521886667,6.006723333
1110065P20Rik,38.47766667,19.43553333,11.90723333,13.64916667,15.39653333,17.1806
Tspan4,169.5933333,53.22576667,32.07756667,12.51433333,11.26173333,18.76053333
Cd151,128.1556667,57.3935,42.95316667,34.65233333,47.46973333,57.704
Chid1,58.14366667,24.87873333,20.26956667,20.56406667,25.513,23.50986667
Tcp11l2,4.001653333,1.489596667,1.821033333,1.52629,1.55199,1.243034667
Nuak1,44.7402,5.321993333,5.799913333,3.625263333,1.116989333,1.523686667
Masp1,63.38543333,2.007273333,0.724134,0.734345333,0.468186,0.447863
Robo1,8.94509,3.752553333,4.180583333,3.393996667,2.99207,2.79215
Glis3,9.575216667,0.763461,0.345007,0.431451333,0.302320733,0.485512333
Lrrc32,109.3093333,0.075935233,0.1068854,0.448305333,0.822602667,0.971534667
Greb1,0.347997667,7.902233333,6.686996667,7.548226667,10.91044333,8.440853333
Emp1,1029.583333,295.784,253.4483333,249.6473333,235.145,254.3036667
Dusp16,6.596616667,20.76103333,21.7108,16.47233333,15.65513333,15.94366667
Nod1,2.812273333,5.536103333,16.48026667,28.69343333,35.3615,27.11603333
Ankrd32,5.880703333,15.06206667,15.06153333,15.3614,12.31613333,12.10816667
Lrp12,13.6452,7.89078,6.867753333,6.57152,6.40144,5.158873333
Fam124a,6.69561,1.944616667,1.618466667,0.846658,1.243611,0.922468333
Heatr5a,20.10306667,5.33072,4.731656667,4.248336667,4.281713333,5.20281
Vps13a,3.854913333,10.54910667,13.5915,12.14486333,10.86033,8.340873333
Basp1,168.1883333,31.84153333,18.57006667,37.08066667,70.16103333,69.836
Col7a1,33.56933333,0.199449333,0.280398,0.586094667,1.189853667,1.751306667
Id3,341.306,99.13676667,35.8365,71.13206667,5.49211,2.751203333
Mtch1,382.8793333,193.451,142.33,186.996,163.5846667,109.1366667
Clpb,19.90836667,43.85553333,46.36473333,43.16336667,49.4494,61.91313333
Ppip5k2,9.548616667,26.1437,29.38863333,27.83173333,30.82163333,23.03593333
Nat2,7.373216667,3.566473333,2.625013333,1.831726667,2.259316667,1.49761
Lsm2,53.4373,117.141,117.665,136.02,108.435,116.1746667
Ncapg,16.05616667,45.3082,48.32846667,37.77646667,34.14093333,41.07746667
Slc39a13,111.7576667,8.570656667,6.661493333,5.721516667,4.270563333,4.981176667
Celf2,24.18146667,6.582813333,7.706293333,7.982153333,8.70798,4.596483333
Acp2,20.39803333,10.42168,9.399883333,6.710933333,8.22142,6.939616667
Flii,72.39786667,28.0599,23.8355,21.58956667,26.99323333,28.6267
Top3a,4.005226667,8.428873333,8.912233333,9.31822,11.837,9.893913333
Lass2,121.7616667,77.4809,60.99666667,54.81923333,54.0494,54.24893333
6-Sep,8.785646667,55.8431,68.8014,61.56726667,84.10673333,55.6803
Tex9,2.040743333,4.24796,5.333323333,5.705873333,5.95147,5.212823333
Snx21,16.50043333,8.884326667,5.385936667,5.678983333,3.877513333,5.268943333
Nup155,11.9962,27.79783333,30.68046667,28.80456667,29.67993333,27.85666667
Osmr,26.6619,0.392547,0.190987,0.393877667,1.121908667,1.451603333
Srpx,14.08346667,1.468628667,0.405800667,0.728265667,0.543833,0.48446
Atp2a3,0.1128543,2.997543333,9.948263333,19.4133,74.79893333,37.00623333
Hras1,162.588,82.53336667,73.19603333,78.08346667,77.3589,70.8084
Rusc2,82.2234,24.24883333,18.5154,23.80496667,18.73583333,15.21203333
Wls,190.367,38.29126667,22.45486667,12.9403,6.294723333,6.36937
Lyplal1,3.984336667,9.40744,9.851956667,7.969953333,7.940583333,9.129526667
Foxp4,15.3898,15.50456667,26.33776667,42.11423333,67.1469,65.12636667
2210016F16Rik,16.1491,8.002446667,4.800276667,3.258256667,3.323506667,3.41153
Dapk1,5.15048,13.4491,17.4334,14.57626667,20.48933333,20.4594
Uchl5,17.65793333,35.34476667,33.4529,45.02746667,40.22833333,45.03906667
Pion,1.999876667,0.314619667,0.473518333,0.188788767,0.341855667,0.320158
Lclat1,19.1494,14.54766667,9.154916667,7.867786667,8.202013333,6.416723333
Gpn3,19.45253333,52.9586,49.6321,54.25586667,53.69713333,71.34816667
Lrp4,1.232786667,5.191073333,6.1146,7.80402,7.271213333,5.04988
Mtap1a,15.1937,0.123017,0.482924,0.451125667,0.47911,0.753031
Pacsin3,19.2607,4.455373333,8.0078,6.63512,9.380076667,8.995406667
Mcrs1,18.00383333,31.7924,30.84923333,40.32583333,38.12796667,36.24873333
Wdhd1,6.161966667,24.21943333,22.39366667,23.50913333,19.65153333,19.80763333
Plekhb2,50.1261,14.8967,9.391746667,7.2792,9.86679,11.80133333
Impact,61.53403333,28.1931,27.0688,29.16946667,24.32453333,20.46536667
Lmbrd1,12.8585,4.254393333,4.65345,5.08683,4.70632,3.518896667
Arfip1,61.82566667,20.65836667,22.00736667,24.04166667,20.74176667,17.58513333
B2m,619.7393333,122.585,106.416,84.30653333,106.971,106.8936667
Epb4.1l4b,1.534036667,5.678833333,6.491533333,10.07812333,4.838496667,5.79532
2310028H24Rik,9.631536667,1.94579,1.514958,2.254633333,2.765906667,1.854073333
Kif24,1.5528,4.396856667,6.507373333,4.63185,5.848206667,4.42323
Lama1,0.719494333,7.171396667,22.24986667,32.67376667,19.5081,20.75856667
Zbtb32,0.259871333,3.480046667,6.536056667,3.86148,14.04163333,30.73743333
Anp32a,282.831,765.8803333,827.3673333,977.3763333,866.2206667,824.2693333
Cuta,126.191,52.2553,46.96606667,50.22833333,50.28976667,53.08476667
Phf1,8.953593333,2.797626667,2.345703333,1.675816667,1.90902,1.804903333
Itga11,68.73856667,0.031552967,0.1124283,0.196950167,0.491486667,0.506849333
Nudt12,1.673123333,5.280023333,6.463393333,5.32997,6.3844,5.2882
Exosc8,53.56613333,133.4396667,129.466,137.8756667,134.7643333,151.2416667
Psap,539.0346667,92.89896667,101.387,86.7541,88.68563333,99.012
Snx32,4.307993333,1.116995333,1.180283333,0.572087333,0.705701667,1.2825
Samd14,5.78831,0.766623,0.348312667,0.197291667,0.345105,0.2064352
Parp2,13.39143333,35.75966667,37.8949,34.68953333,36.50316667,41.6992
Fam122b,1.99798,63.6461,64.64393333,30.53436667,20.6716,25.09156667
